plavisca_feature	reference_biotype	description	author_present	classification	evidence_basis
PVP01-0406200	ncRNA_gene	ribonuclease P	FALSE	not_part_of_author_reference	Author workflow (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L33-37, _2.Rmd L33-37) builds gene.info via pv.gff %>% filter(type == "protein_coding_gene") and subsets the kallisto matrix to rownames(mat) %in% gene.info$ID before CreateSeuratObject(). This categorically and permanently excludes all ncRNA_gene/pseudogene features from the author matrix by construction, independent of GFF release version. Confirmed: 0/103 ncRNA_gene and 0/185 pseudogene PlaViSca features are present in the author matrix (100% consistent with this rule).
PVP01-0406300	protein_coding_gene	pre-mRNA-processing protein 45%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0406400	protein_coding_gene	patatin-like phospholipase 4%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0406500	protein_coding_gene	small nuclear ribonucleoprotein Sm D2%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0406600	protein_coding_gene	ATP-dependent RNA helicase DDX47%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0406700	protein_coding_gene	rRNA methyltransferase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0406800	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0406900	protein_coding_gene	conserved protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0407000	protein_coding_gene	replication factor C subunit 2%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0407100	protein_coding_gene	thioesterase/thiol ester dehydrase-isomerase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0407200	protein_coding_gene	40S ribosomal protein S26%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0407300	protein_coding_gene	E2F-associated phosphoprotein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0407400	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0407500	protein_coding_gene	calcium-dependent protein kinase 1%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0407600	protein_coding_gene	conserved protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0407700	protein_coding_gene	AP-2 complex subunit sigma%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0407800	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0407900	protein_coding_gene	ATP synthase subunit alpha%2C mitochondrial%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408000	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408100	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408200	protein_coding_gene	TMEM121 domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408300	protein_coding_gene	autophagy-related protein 11%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408400	protein_coding_gene	sugar transporter%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408500	protein_coding_gene	WD repeat-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408600	protein_coding_gene	vacuolar protein sorting-associated protein 45%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408700	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408800	protein_coding_gene	Alba domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0408900	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409000	protein_coding_gene	SNF2-like chromatin remodeling ATPase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409100	protein_coding_gene	palmitoyltransferase DHHC11%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409200	protein_coding_gene	origin recognition complex subunit 5%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409300	protein_coding_gene	DNA-directed RNA polymerase II subunit RPB2%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409400	protein_coding_gene	Golgi to ER traffic protein 2%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409500	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409600	protein_coding_gene	WD repeat-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409700	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409800	protein_coding_gene	RING zinc finger protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0409900	protein_coding_gene	acyl-CoA synthetase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0410000	protein_coding_gene	rhoptry neck protein 6%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0410100	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0410200	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0410300	protein_coding_gene	serine/threonine protein kinase STK2%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0410400	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0410500	protein_coding_gene	protein LTV1%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0410600	protein_coding_gene	conserved Plasmodium protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0410700	protein_coding_gene	ribosomal protein L13%2C mitochondrial%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0410800	protein_coding_gene	protein transport protein SEC31%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0410900	protein_coding_gene	T-complex protein 1 subunit theta%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411000	protein_coding_gene	RTR1 domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411100	protein_coding_gene	conserved protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411200	protein_coding_gene	conserved protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411300	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411400	protein_coding_gene	tetratricopeptide repeat protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411500	protein_coding_gene	protein kinase 7%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411600	protein_coding_gene	conserved protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411700	protein_coding_gene	mitochondrial respiratory chain complex II subunit%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411800	protein_coding_gene	protein SIS1%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0411900	protein_coding_gene	conserved protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412000	protein_coding_gene	arginyl-tRNA--protein transferase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412100	protein_coding_gene	multidrug efflux pump%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412200	protein_coding_gene	SRR1-like protein	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412300	protein_coding_gene	secreted protein with altered thrombospondin repeat domain%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412400	protein_coding_gene	nucleoporin NUP434%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412500	protein_coding_gene	nucleoporin NUP390%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412600	protein_coding_gene	eukaryotic peptide chain release factor subunit 1%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412700	protein_coding_gene	ribosomal protein L12%2C mitochondrial%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412800	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0412900	protein_coding_gene	GDP-fructose:GMP antiporter%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413000	protein_coding_gene	pseudouridine synthase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413100	protein_coding_gene	asparagine--tRNA ligase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413200	protein_coding_gene	tyrosine kinase-like protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413300	protein_coding_gene	UDP-N-acetylglucosamine transferase subunit ALG14%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413400	protein_coding_gene	WD repeat-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413500	protein_coding_gene	GAF domain-related protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413600	protein_coding_gene	beta-ketoacyl-ACP synthase III%2C putative%2C oxoacyl-ACP synthase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413700	protein_coding_gene	ubiquinol-cytochrome-c reductase complex assembly factor 1%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413800	protein_coding_gene	ras-related protein Rab-5A%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0413900	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0414000	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0414100	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0414200	protein_coding_gene	syntaxin%2C Qa-SNARE family%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0414300	protein_coding_gene	protein CERLI1%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0414400	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0414500	protein_coding_gene	50S ribosomal protein L33%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0414600	protein_coding_gene	monocarboxylate transporter%2C putative	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0414700	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0414800	protein_coding_gene	60S ribosomal protein L37ae%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0414900	protein_coding_gene	secretory complex protein 61 gamma subunit%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415000	protein_coding_gene	ATP-dependent RNA helicase UAP56%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415100	protein_coding_gene	RING zinc finger protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415200	protein_coding_gene	transporter%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415300	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415400	protein_coding_gene	ARMT1-like domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415600	protein_coding_gene	exosome complex component MTR3%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415500	protein_coding_gene	2C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415700	protein_coding_gene	patatin-like phospholipase 1%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415800	protein_coding_gene	6-cysteine protein P230%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0415900	protein_coding_gene	6-cysteine protein P230p%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416000	protein_coding_gene	protein P22%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416100	protein_coding_gene	SHS2 domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416200	protein_coding_gene	ribosome-recycling factor%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416300	protein_coding_gene	acyl carrier protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416400	protein_coding_gene	histidine phosphatase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416500	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416600	protein_coding_gene	KRR1 small subunit processome component%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416700	protein_coding_gene	C2 domain-containing protein 5%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416800	protein_coding_gene	serine-repeat antigen 2 (SERA)	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0416900	protein_coding_gene	serine-repeat antigen 4 (SERA)	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
